entity_id,safe_id,name,name_en,description_len,release_tier,concept_kind,degree,coverage_role,batch,cardable,card_status,infograph_status
ctc:modeling-9ed0a45a858cba840a8775a3,ctc_modeling-9ed0a45a858cba840a8775a3,在控制系统中广泛用作执行机构,modeling_9ed0a45a858cba840a8775a3,34,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-a0578e35574b6bf2399d6a93,ctc_modeling-a0578e35574b6bf2399d6a93,Two loops that share,modeling_a0578e35574b6bf2399d6a93,46,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-a4b27ffcac4ec72c414a553b,ctc_modeling-a4b27ffcac4ec72c414a553b,function that is for,modeling_a4b27ffcac4ec72c414a553b,43,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-a650a5ff9a3147b7d49b45b0,ctc_modeling-a650a5ff9a3147b7d49b45b0,单容水槽增益K=Ku R,modeling_a650a5ff9a3147b7d49b45b0,30,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-a802f59edc4ae0f920912630,ctc_modeling-a802f59edc4ae0f920912630,带有箭头的直线,modeling_a802f59edc4ae0f920912630,36,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-aa10e4daa1e969c557f6ef83,ctc_modeling-aa10e4daa1e969c557f6ef83,mathematical model of system,modeling_aa10e4daa1e969c557f6ef83,209,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-aae409768220828b9a79a1b4,ctc_modeling-aae409768220828b9a79a1b4,对于输入量中不含导数项的单输入…,modeling_aae409768220828b9a79a1b4,70,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-acda4bbdef07ca9542e1d914,ctc_modeling-acda4bbdef07ca9542e1d914,type of ideal element,modeling_acda4bbdef07ca9542e1d914,156,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-ae27798a12142653b684e425,ctc_modeling-ae27798a12142653b684e425,method of analyzing linear,modeling_ae27798a12142653b684e425,142,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-b2fd214ec64665147e16ff9d,ctc_modeling-b2fd214ec64665147e16ff9d,device whose input is,modeling_b2fd214ec64665147e16ff9d,150,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-b39d2fc34a2e7f4d7a214652,ctc_modeling-b39d2fc34a2e7f4d7a214652,测速发电机输出斜率Kt,modeling_b39d2fc34a2e7f4d7a214652,25,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-b5aa1e9d744b24db0fdc4884,ctc_modeling-b5aa1e9d744b24db0fdc4884,一对电位器组成误差检测器时,modeling_b5aa1e9d744b24db0fdc4884,35,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-b778b7ffce8e779719191d7f,ctc_modeling-b778b7ffce8e779719191d7f,construct that estimates the,modeling_b778b7ffce8e779719191d7f,64,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-b78ed64321ecf6db80e791bc,ctc_modeling-b78ed64321ecf6db80e791bc,两相伺服电动机堵转转矩Ms,modeling_b78ed64321ecf6db80e791bc,46,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-b7bed1c1ee540651b7c02d87,ctc_modeling-b7bed1c1ee540651b7c02d87,method to estimate key,modeling_b7bed1c1ee540651b7c02d87,134,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-b7d2b341a154e6866de96630,ctc_modeling-b7d2b341a154e6866de96630,领域概念,modeling_b7d2b341a154e6866de96630,104,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-bb52102ba5f63982e27e329a,ctc_modeling-bb52102ba5f63982e27e329a,parallel connection,parallel_connection,47,gold,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-bcacecb383311e8f70f58eda,ctc_modeling-bcacecb383311e8f70f58eda,当bn=0时,modeling_bcacecb383311e8f70f58eda,74,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-bd4e3f71bf3101874e055029,ctc_modeling-bd4e3f71bf3101874e055029,system in which one,modeling_bd4e3f71bf3101874e055029,72,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-c00613a7c1461d8693f43488,ctc_modeling-c00613a7c1461d8693f43488,领域概念,modeling_c00613a7c1461d8693f43488,114,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-c11008d631001e9adf28c536,ctc_modeling-c11008d631001e9adf28c536,领域概念,modeling_c11008d631001e9adf28c536,132,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-c52664289f7d9f3378930894,ctc_modeling-c52664289f7d9f3378930894,The determinant with the,modeling_c52664289f7d9f3378930894,61,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-c64dfb875b6343ff32d0acb2,ctc_modeling-c64dfb875b6343ff32d0acb2,领域概念,modeling_c64dfb875b6343ff32d0acb2,153,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-caf967347827c5f93ed59795,ctc_modeling-caf967347827c5f93ed59795,由初始条件产生的输出分量,modeling_caf967347827c5f93ed59795,21,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-caf9d1bfa4acd33993e1d039,ctc_modeling-caf9d1bfa4acd33993e1d039,流出端负载阀门的阻力,modeling_caf9d1bfa4acd33993e1d039,50,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-cb1f9e419f63a3e53ccc336b,ctc_modeling-cb1f9e419f63a3e53ccc336b,领域概念,modeling_cb1f9e419f63a3e53ccc336b,111,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-cba517bb72cccbe819db88e9,ctc_modeling-cba517bb72cccbe819db88e9,point in block diagram,modeling_cba517bb72cccbe819db88e9,127,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-ccef964f06e57a0ef5e51635,ctc_modeling-ccef964f06e57a0ef5e51635,Solve for the highest,modeling_ccef964f06e57a0ef5e51635,197,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-cd450f490c2d0e12795560a9,ctc_modeling-cd450f490c2d0e12795560a9,K1,modeling_cd450f490c2d0e12795560a9,46,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-cf35c2ab1653eb95eecdb745,ctc_modeling-cf35c2ab1653eb95eecdb745,An integral transform that,modeling_cf35c2ab1653eb95eecdb745,156,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-cfe23fc89a7d2442f25e31e1,ctc_modeling-cfe23fc89a7d2442f25e31e1,type of ideal element,modeling_cfe23fc89a7d2442f25e31e1,163,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-d13998ec5f975280e3d339f7,ctc_modeling-d13998ec5f975280e3d339f7,component that scales an,modeling_d13998ec5f975280e3d339f7,69,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-d55636bf45da33ce5a6c5084,ctc_modeling-d55636bf45da33ce5a6c5084,The column vector that,modeling_d55636bf45da33ce5a6c5084,69,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-d558fb5e651ada9ab0cf60e9,ctc_modeling-d558fb5e651ada9ab0cf60e9,离散化系统中用于描述状态转移的…,modeling_d558fb5e651ada9ab0cf60e9,46,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-d5d32667c2633ba60a243b36,ctc_modeling-d5d32667c2633ba60a243b36,The initial conditions of,modeling_d5d32667c2633ba60a243b36,138,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-d76278bb06547fd1acb9718d,ctc_modeling-d76278bb06547fd1acb9718d,The roots of the,modeling_d76278bb06547fd1acb9718d,119,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-d978f6c1e3903da5373e65e3,ctc_modeling-d978f6c1e3903da5373e65e3,Knowledge of the initial,modeling_d978f6c1e3903da5373e65e3,234,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-e2066e5e888d36826fd01d4d,ctc_modeling-e2066e5e888d36826fd01d4d,领域概念,modeling_e2066e5e888d36826fd01d4d,107,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-e304e644d69b0f1be6d6eca4,ctc_modeling-e304e644d69b0f1be6d6eca4,The output of system,modeling_e304e644d69b0f1be6d6eca4,104,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-e442dacbfef4a0d7ea3c4c15,ctc_modeling-e442dacbfef4a0d7ea3c4c15,feedback connection,feedback_connection,121,gold,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-e4b326508cc8d382de9da525,ctc_modeling-e4b326508cc8d382de9da525,When the numerator degree,modeling_e4b326508cc8d382de9da525,184,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-e96fa139bbc059f3e779e62e,ctc_modeling-e96fa139bbc059f3e779e62e,scalar in the state-variable,modeling_e96fa139bbc059f3e779e62e,36,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-ea4a7ab91e2d3f6b2fb02260,ctc_modeling-ea4a7ab91e2d3f6b2fb02260,两相伺服电动机传递系数Km=C…,modeling_ea4a7ab91e2d3f6b2fb02260,25,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-ea5098dadda2a392d132f06c,ctc_modeling-ea5098dadda2a392d132f06c,graphical model that relates,modeling_ea5098dadda2a392d132f06c,154,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-eac6404c25ea4a8f89cc3f5b,ctc_modeling-eac6404c25ea4a8f89cc3f5b,method to expand rational,modeling_eac6404c25ea4a8f89cc3f5b,101,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-ebf5a771fd114720de11f6e3,ctc_modeling-ebf5a771fd114720de11f6e3,series connection,series_connection,45,gold,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-ec763ecf3151981eb739b352,ctc_modeling-ec763ecf3151981eb739b352,An ideal current source,modeling_ec763ecf3151981eb739b352,100,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-f2e26b86d409ca068e2cee20,ctc_modeling-f2e26b86d409ca068e2cee20,Time constant of the,modeling_f2e26b86d409ca068e2cee20,77,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-f657ca93b0857c4560ba8c77,ctc_modeling-f657ca93b0857c4560ba8c77,method for writing circuit,modeling_f657ca93b0857c4560ba8c77,183,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-f67b645861d91ec61618959b,ctc_modeling-f67b645861d91ec61618959b,system whose motion is,modeling_f67b645861d91ec61618959b,151,silver,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-f6875bd8fd4ad1250d8980d8,ctc_modeling-f6875bd8fd4ad1250d8980d8,One can often linearize,modeling_f6875bd8fd4ad1250d8980d8,189,silver,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:modeling-v2r-8e433b427ffa0e0dc5fd3d64,ctc_modeling-v2r-8e433b427ffa0e0dc5fd3d64,branch gain,branch_gain,39,gold,theoretical_construct,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-046d539f3b7005bb49884851,ctc_v11g-046d539f3b7005bb49884851,self loop transmittance l n,self_loop_transmittance_l_n,81,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-1c9f955b68fd25e1f4ad86f6,ctc_v11g-1c9f955b68fd25e1f4ad86f6,调节时间,settling_time,75,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-21fba199a9fdef15887d600f,ctc_v11g-21fba199a9fdef15887d600f,lag compensation,lag_compensation,104,gold,design_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-2628d227495a3860151a16c1,ctc_v11g-2628d227495a3860151a16c1,imaginary axis crossing,imaginary_axis_crossing,62,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-29bcae62e44c52ed219e6687,ctc_v11g-29bcae62e44c52ed219e6687,logarithmic sensitivity,logarithmic_sensitivity,207,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-2c9038984a34b530385c3e4a,ctc_v11g-2c9038984a34b530385c3e4a,monic polynomial,monic_polynomial,62,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-35bacac12472ebce3fd8ca03,ctc_v11g-35bacac12472ebce3fd8ca03,lumped parameter circuit,lumped_parameter_circuit,91,gold,system_component,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-40aced4eb1298f7db801690b,ctc_v11g-40aced4eb1298f7db801690b,branches of the root locus,branches_of_the_root_locus,116,gold,representation_kind,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-44d931dcd9405d845e782f87,ctc_v11g-44d931dcd9405d845e782f87,distributed rc network,distributed_rc_network,134,gold,system_component,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-462227b4794133f894bdd0a8,ctc_v11g-462227b4794133f894bdd0a8,breakaway point,breakaway_point,90,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-485febfa90a27cfcedd997ff,ctc_v11g-485febfa90a27cfcedd997ff,ultimate period,ultimate_period,112,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-4aec82cd79a002c70fb185b3,ctc_v11g-4aec82cd79a002c70fb185b3,loop transfer function l s,loop_transfer_function_l_s,107,gold,representation_kind,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-4bb347d0f2aa8859a18073de,ctc_v11g-4bb347d0f2aa8859a18073de,seven steps for sketching a root locus,seven_steps_for_sketching_a_root_locus,240,gold,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-4c152561a989c34245c538b6,ctc_v11g-4c152561a989c34245c538b6,asymptote,asymptote,85,gold,representation_kind,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-546566f01ae374379ec78c1e,ctc_v11g-546566f01ae374379ec78c1e,two step parameter design method,two_step_parameter_design_method,139,gold,design_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-6bfefff084f66202b9af9dd4,ctc_v11g-6bfefff084f66202b9af9dd4,ziegler nichols pid tuning method,ziegler_nichols_pid_tuning_method,150,gold,design_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-79840533ef35fdf38b995397,ctc_v11g-79840533ef35fdf38b995397,variable parameter k,variable_parameter_k,79,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-7b077c33b2c8dde2b1980d10,ctc_v11g-7b077c33b2c8dde2b1980d10,percent overshoot,percent_overshoot,96,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-91ad9d6426185f59dea4a418,ctc_v11g-91ad9d6426185f59dea4a418,稳态误差,steady_state_error,77,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-93b322aec104af4eb69aa152,ctc_v11g-93b322aec104af4eb69aa152,pid tuning,pid_tuning,62,gold,design_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-9dfc90c240d6bf3ebc285faf,ctc_v11g-9dfc90c240d6bf3ebc285faf,frequency of oscillation,frequency_of_oscillation,78,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-a8b5ea28f2d127b68833e809,ctc_v11g-a8b5ea28f2d127b68833e809,transponder tags,transponder_tags,99,gold,system_component,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-ab8978b79838ecaf3e856d0f,ctc_v11g-ab8978b79838ecaf3e856d0f,quarter amplitude decay,quarter_amplitude_decay,146,gold,criterion,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-b9ec91385b0eff9dbbb78681,ctc_v11g-b9ec91385b0eff9dbbb78681,borderline stability,borderline_stability,106,gold,system_property,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-bc5c0019cf8dd79ee47861ea,ctc_v11g-bc5c0019cf8dd79ee47861ea,root contours,root_contours,129,gold,representation_kind,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-c8c8aef0d010e68842be7236,ctc_v11g-c8c8aef0d010e68842be7236,integral controller,integral_controller,49,gold,system_component,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-ca75f7e80d0a7ffd93fcbae5,ctc_v11g-ca75f7e80d0a7ffd93fcbae5,continuation locus,continuation_locus,179,gold,analysis_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-caa20b325717f0a3c570f16b,ctc_v11g-caa20b325717f0a3c570f16b,time delay,time_delay,128,gold,phenomenon,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-cd72ae39f59955a649bff662,ctc_v11g-cd72ae39f59955a649bff662,exhaust gas recirculation egr,exhaust_gas_recirculation_egr,96,gold,design_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-d33302c76f8fb40aa020b7aa,ctc_v11g-d33302c76f8fb40aa020b7aa,angle of the asymptotes,angle_of_the_asymptotes,69,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-d81f72b09d08ab1f36c29305,ctc_v11g-d81f72b09d08ab1f36c29305,相距很近的闭环零点和极点,pole_zero_dipole,32,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-d8b2b97adf60410d7cbf4b0f,ctc_v11g-d8b2b97adf60410d7cbf4b0f,root sensitivity,root_sensitivity,74,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-e00aa88647adaaf1c5d57462,ctc_v11g-e00aa88647adaaf1c5d57462,asymptote centroid,asymptote_centroid,41,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-e63bdb130c5a92d4eb8d936d,ctc_v11g-e63bdb130c5a92d4eb8d936d,filter compensator,filter_compensator,140,gold,system_component,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-e85c0145d63244c46853c9cf,ctc_v11g-e85c0145d63244c46853c9cf,lead compensation,lead_compensation,135,gold,design_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v11g-f3a9655898917afa28e9c600,ctc_v11g-f3a9655898917afa28e9c600,manual pid tuning methods,manual_pid_tuning_methods,102,gold,design_method,0,excluded_with_rationale,B,True,ok,accepted
ctc:v12g-8f6f1a49cc2cbdfe216e5204,ctc_v12g-8f6f1a49cc2cbdfe216e5204,dominant roots,dominant_roots,137,gold,system_property,0,excluded_with_rationale,B,True,ok,accepted
ctc:v12g-b536959708e2d0fe3c8c791a,ctc_v12g-b536959708e2d0fe3c8c791a,自然频率,natural_frequency,183,gold,performance_metric,0,excluded_with_rationale,B,True,ok,accepted
ctc:v12g-b6ec19cda5342874277159e7,ctc_v12g-b6ec19cda5342874277159e7,real axis root locus,real_axis_root_locus,99,gold,mathematical_object,0,excluded_with_rationale,B,True,ok,accepted
ctc:v12g-d1e6f12e1e95f6477c66bdc1,ctc_v12g-d1e6f12e1e95f6477c66bdc1,break in point,break_in_point,74,gold,phenomenon,0,excluded_with_rationale,B,True,ok,accepted
ctkg:v3e-canonical-01549ef9b34888b89b55f224,ctkg_v3e-canonical-01549ef9b34888b89b55f224,终值定理法求稳态误差,,33,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-02cce0b1ff76d0c0dbaba18a,ctkg_v3e-canonical-02cce0b1ff76d0c0dbaba18a,一阶系统的单位加速度响应,,61,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-09e1c3e14609b082a4501ead,ctkg_v3e-canonical-09e1c3e14609b082a4501ead,静态误差系数法求稳态误差,,69,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-0a39d839518b55dc77e9d083,ctkg_v3e-canonical-0a39d839518b55dc77e9d083,Qualitative anal,Qualitative analysis using pole-zero locations,177,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-0ac685dbd2c95e94576fcf5b,ctkg_v3e-canonical-0ac685dbd2c95e94576fcf5b,Damped natural frequency omega d,Damped natural frequency omega_d,80,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-0fa44601675cb175f5df9562,ctkg_v3e-canonical-0fa44601675cb175f5df9562,Steady-state response,Steady-state response,21,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-15b23d588244f407f6ed4b35,ctkg_v3e-canonical-15b23d588244f407f6ed4b35,Undamped Natural Frequency,Undamped Natural Frequency,85,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-1647a1b078950a5b81783825,ctkg_v3e-canonical-1647a1b078950a5b81783825,测速反馈控制改善系统性能的方法,,91,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-1ea3eb2ff15aa544b230f02f,ctkg_v3e-canonical-1ea3eb2ff15aa544b230f02f,Determining y(t),Determining y(t) using Laplace transform (5-step procedure),179,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-207d2721a1e69d2051980b49,ctkg_v3e-canonical-207d2721a1e69d2051980b49,Pole-zero constellation,Pole-zero constellation,110,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-22a72191e400b17e9a066416,ctkg_v3e-canonical-22a72191e400b17e9a066416,用矩形脉动函数近似单位脉冲函数…,,74,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-23e85dbf38c6880d27e4d02b,ctkg_v3e-canonical-23e85dbf38c6880d27e4d02b,阻尼系数,,52,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-26666fcfa05a85fef00fa4dd,ctkg_v3e-canonical-26666fcfa05a85fef00fa4dd,过阻尼二阶系统动态性能指标工程…,,48,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-303314b2f1d601cdba5e3f99,ctkg_v3e-canonical-303314b2f1d601cdba5e3f99,Step input,Step input,69,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-3311578f3f7796d3b9ff0830,ctkg_v3e-canonical-3311578f3f7796d3b9ff0830,时间常数,,33,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-3f9a17723cabd4ab7d19c3da,ctkg_v3e-canonical-3f9a17723cabd4ab7d19c3da,Unit impulse function,Unit impulse function,21,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-40d0c236680874a1246a0536,ctkg_v3e-canonical-40d0c236680874a1246a0536,Damping ratio zeta,Damping ratio zeta,120,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-416fc2acf005a7da54f9fce3,ctkg_v3e-canonical-416fc2acf005a7da54f9fce3,Position Error Constant (K p),Position Error Constant (K_p),190,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-423faabaff2ff11b70399228,ctkg_v3e-canonical-423faabaff2ff11b70399228,临界阻尼系数,,34,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-47b1f3cc3b2b99907ed5541d,ctkg_v3e-canonical-47b1f3cc3b2b99907ed5541d,Parabolic input,Parabolic input,72,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-4b313e6e83be36dcd1a914f3,ctkg_v3e-canonical-4b313e6e83be36dcd1a914f3,Damping ratio ζ,Damping ratio ζ,151,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-502e49562e7e2a940900a00f,ctkg_v3e-canonical-502e49562e7e2a940900a00f,Finding transfer,Finding transfer function by assuming exponential solution,109,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-503d2c6683ea029b37af79d3,ctkg_v3e-canonical-503d2c6683ea029b37af79d3,Causal system,Causal system,137,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-504581e399675b9792ab8502,ctkg_v3e-canonical-504581e399675b9792ab8502,Bode plots,Bode plots,155,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-589fba9b74d146b6eea6b269,ctkg_v3e-canonical-589fba9b74d146b6eea6b269,Phase (frequency response),Phase (frequency response),73,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-5feb0e2f507966e1ca9ac627,ctkg_v3e-canonical-5feb0e2f507966e1ca9ac627,Time Constant,Time Constant,53,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-62cf713a7c61ab2457825678,ctkg_v3e-canonical-62cf713a7c61ab2457825678,一阶系统的单位斜坡响应,,44,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-6461b91e08c647ceff0ceeee,ctkg_v3e-canonical-6461b91e08c647ceff0ceeee,Velocity Error Constant (K v),Velocity Error Constant (K_v),200,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-677f91cec4356ce5a40ceb97,ctkg_v3e-canonical-677f91cec4356ce5a40ceb97,Routh approximat,Routh approximation method for order reduction,165,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-6bb580c242f908566ab53b18,ctkg_v3e-canonical-6bb580c242f908566ab53b18,临界阻尼,,36,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-6db84c73a9b0e833400e64fc,ctkg_v3e-canonical-6db84c73a9b0e833400e64fc,比例-微分控制,,62,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-6dbb5c144b45c1f35822330c,ctkg_v3e-canonical-6dbb5c144b45c1f35822330c,无零点的二阶系统,,22,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-6f26ed3a4175ff1a87158ec5,ctkg_v3e-canonical-6f26ed3a4175ff1a87158ec5,Acceleration Error Constant (K a),Acceleration Error Constant (K_a),212,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-6f4cdd499aa7be5c5b2ffa0f,ctkg_v3e-canonical-6f4cdd499aa7be5c5b2ffa0f,常用的确定一阶系统时间常数的方…,,26,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-7173c7880ad344bc6a0d012d,ctkg_v3e-canonical-7173c7880ad344bc6a0d012d,Frequency respon,Frequency response matching method for order reduction,188,silver,analysis_method,0,,B,True,ok,accepted
ctkg:v3e-canonical-7dd23917c751bd4b10cfc11f,ctkg_v3e-canonical-7dd23917c751bd4b10cfc11f,非零初始条件响应分量,,109,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-7ee407860ee485f1e1b1f3d1,ctkg_v3e-canonical-7ee407860ee485f1e1b1f3d1,自然频率,,31,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-85a699e349c4185cc163c16e,ctkg_v3e-canonical-85a699e349c4185cc163c16e,Two-sided Laplace transform,Two-sided Laplace transform,103,silver,theoretical_construct,0,,B,True,ok,accepted
ctkg:v3e-canonical-85a8c51ad4bbae148e040776,ctkg_v3e-canonical-85a8c51ad4bbae148e040776,利用单位脉冲响应求闭环传递函数…,,89,silver,analysis_method,0,,B,True,ok,accepted
